"","Language_ID","GB020","GB021","GB022","GB023","GB024","GB025","GB026","GB027","GB028","GB030","GB031","GB035","GB036","GB037","GB038","GB039","GB041","GB042","GB043","GB044","GB046","GB047","GB048","GB049","GB051","GB052","GB053","GB054","GB057","GB058","GB059","GB065","GB068","GB069","GB070","GB071","GB072","GB073","GB074","GB075","GB079","GB080","GB081","GB082","GB083","GB084","GB086","GB089","GB090","GB091","GB092","GB093","GB094","GB095","GB096","GB098","GB099","GB103","GB104","GB105","GB107","GB108","GB109","GB110","GB111","GB113","GB114","GB115","GB116","GB117","GB118","GB119","GB120","GB121","GB122","GB123","GB124","GB126","GB127","GB129","GB130","GB131","GB132","GB133","GB134","GB135","GB136","GB137","GB138","GB139","GB140","GB146","GB147","GB148","GB149","GB150","GB151","GB152","GB155","GB156","GB158","GB159","GB160","GB165","GB166","GB167","GB170","GB171","GB172","GB177","GB184","GB185","GB186","GB187","GB188","GB192","GB193","GB196","GB197","GB198","GB203","GB204","GB250","GB252","GB253","GB254","GB256","GB257","GB260","GB262","GB263","GB264","GB265","GB266","GB270","GB273","GB275","GB276","GB285","GB286","GB291","GB296","GB297","GB298","GB299","GB300","GB301","GB302","GB303","GB304","GB305","GB306","GB309","GB312","GB313","GB314","GB315","GB316","GB317","GB318","GB319","GB320","GB321","GB322","GB323","GB324","GB325","GB326","GB327","GB328","GB329","GB330","GB331","GB333","GB334","GB335","GB336","GB400","GB401","GB402","GB403","GB408","GB409","GB410","GB415","GB421","GB422","GB430","GB431","GB432","GB433","GB519","GB520","GB521","GB522","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID.y","Closest_ISO369P3code","First_Year_Of_Documentation","Last_Year_Of_Documentation","LMP_POP1","AES","EGIDS","L1_POP","nochildren"
"2202","udih1248",1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,1,"Udihe","Eurasia",46.63086,135.67762,"udih1248","ude","RU","tung1282","","ude",NA,NA,230,"nearly extinct","8b",230,1
"2203","udii1243",0,0,0,0,1,1,NA,1,0,NA,0,NA,0,0,0,1,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,NA,NA,0,0,1,1,NA,NA,1,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,0,1,1,0,NA,0,1,1,1,1,0,0,NA,0,0,1,1,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,1,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Udi","Eurasia",40.9,47.7236,"udii1243","udi","AZ;GE;RU","nakh1245","","udi",NA,NA,4200,"shifting","5",4200,0
"2204","uduk1239",0,0,0,0,2,2,0,1,1,0,NA,1,0,1,0,NA,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0,NA,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,NA,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,NA,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uduk","Africa",9.16012,34.2293,"uduk1239","udu","ET;SD;SS","koma1264","","udu",NA,NA,20000,"not endangered","5",20000,0
"2205","ugar1238",0,0,0,0,1,2,NA,1,0,1,1,0,0,0,0,0,NA,0,1,1,0,NA,NA,NA,1,0,0,0,0,0,1,2,NA,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,NA,0,0,0,0,NA,0,0,NA,0,3,1,1,0,NA,1,0,0,1,1,0,NA,1,0,0,0,0,0,1,0,1,NA,0,0,0,0,1,1,0,0,1,1,0,NA,NA,0,2,1,0,1,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,0,0,1,1,0,0,0,1,0,0,0,0,1,"Ugaritic","Eurasia",35.6,35.78,"ugar1238","uga","IL","afro1255","","uga",NA,-1375,NA,NA,NA,NA,NA
"2206","ughe1237",0,0,1,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,NA,NA,NA,1,0,0,2,1,0,0,1,1,NA,0,1,NA,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,NA,NA,NA,1,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,"Ughele","Papunesia",-8.45725,157.341,"ughe1237","uge","SB","aust1307","","uge",NA,NA,1200,"not endangered","6a",1200,0
"2207","ugon1239",0,0,0,0,2,1,0,NA,0,0,0,1,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0,NA,0,0,0,0,NA,1,1,0,0,0,1,0,NA,1,0,0,1,0,0,1,1,0,1,0,0,1,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,1,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,2,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,1,0,NA,1,0,1,1,1,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,"Ugong","Eurasia",14.2408,100.098,"ugon1239","ugo","TH","sino1245","","ugo",NA,NA,80,"nearly extinct","7",80,1
"2208","ukaa1243",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,0,1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ukaan","Africa",7.59722,6.03933,"ukaa1243","kcf","NG","atla1278","","kcf",NA,NA,18000,"not endangered","6a",18000,0
"2209","ukra1253",0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ukrainian","Eurasia",49.796,29.945,"ukra1253","ukr","BY;HU;MD;PL;RO;RU;SK;UA","indo1319","","ukr",NA,NA,31318400,"threatened","1",31318400,0
"2210","ulch1241",0,0,0,0,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,0,0,1,0,1,3,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,NA,NA,1,1,NA,0,0,NA,0,1,0,0,1,NA,1,0,1,0,1,NA,NA,1,0,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,NA,NA,0,0,NA,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,1,NA,NA,NA,1,0,0,0,0,NA,0,NA,1,0,0,1,NA,NA,0,0,0,1,0,0,0,NA,"Ulch","Eurasia",51.85209,140.29045,"ulch1241","ulc","RU","tung1282","","ulc",NA,NA,730,"nearly extinct","8a",730,1
"2211","ulit1238",0,0,0,0,1,3,0,1,1,0,0,1,NA,1,0,0,0,0,0,0,NA,1,1,NA,0,0,0,0,1,1,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,NA,NA,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,NA,0,0,0,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,2,0,0,0,1,1,1,NA,NA,1,NA,1,0,0,0,0,NA,1,NA,NA,0,0,0,0,0,NA,0,1,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,NA,1,0,0,0,0,1,1,1,1,1,"Ulithian","Papunesia",9.961388,139.603611,"ulit1238","uli","FM","aust1307","","uli",NA,NA,3000,"shifting","5",3000,0
"2212","ulwa1239",1,0,0,1,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,1,0,NA,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,NA,0,0,1,1,1,0,NA,0,1,NA,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,NA,0,0,0,0,1,0,0,NA,NA,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,1,0,0,0,1,NA,0,0,1,1,0,NA,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulwa","North America",12.932292,-83.581467,"ulwa1239","ulw","NI","misu1242","","ulw",NA,NA,NA,NA,NA,NA,NA
"2213","umaa1242",NA,NA,NA,NA,2,2,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,0,1,1,1,1,NA,0,NA,0,1,NA,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA,0,2,1,0,0,NA,NA,1,0,1,1,0,0,1,1,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,1,0,NA,0,0,0,1,NA,NA,NA,0,1,1,0,NA,0,0,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,0,NA,NA,0,1,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,"Uma","Papunesia",-1.70416,119.968,"umaa1242","ppk","ID","aust1307","","ppk",NA,NA,20000,"not endangered","5",20000,0
"2214","uman1240",0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umanakaina","Papunesia",-9.89671,149.658,"uman1240","gdn","PG","daga1274","","gdn",NA,NA,2400,"not endangered","5",2400,0
"2215","umbu1235",0,0,0,0,1,3,0,NA,1,0,1,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1,0,1,1,0,0,1,3,0,0,1,0,1,NA,0,1,0,1,0,1,1,1,NA,0,1,0,1,0,1,1,0,0,0,0,0,0,NA,1,NA,1,1,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,NA,0,1,0,1,1,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,NA,0,0,3,0,0,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,1,NA,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,0,NA,NA,0,1,1,0,0,0,0,1,"Umbugarla","Australia",-12.9325,131.825,"umbu1235","umr","AU","","","umr",NA,2000,0,"extinct","10",0,0
"2216","umbu1257",0,0,0,0,2,2,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,NA,1,1,0,0,1,NA,0,0,0,2,1,1,1,1,1,1,1,0,1,1,0,0,1,1,NA,0,1,0,1,0,1,NA,0,1,0,1,1,NA,1,1,0,0,0,1,1,1,0,0,NA,0,0,0,1,NA,0,0,0,NA,1,0,1,0,1,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,NA,1,0,1,0,1,0,0,NA,1,1,0,0,1,1,0,0,0,0,2,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,1,1,0,1,1,0,0,0,0,0,1,NA,NA,0,0,NA,1,0,0,NA,NA,1,0,0,0,0,NA,0,1,1,0,1,0,NA,NA,1,0,0,0,0,0,0,NA,"Umbundu","Africa",-12.4763,14.4148,"umbu1257","umb","AO;NA","atla1278","","umb",NA,NA,4e+06,"not endangered","3",4e+06,0
"2217","umbu1258",1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,NA,1,1,1,NA,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,0,1,1,0,1,0,1,1,0,0,NA,1,1,0,0,1,1,NA,0,0,0,0,NA,0,0,0,0,1,0,1,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,1,1,0,0,0,0,0,1,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"Umbu-Ungu","Papunesia",-5.9513,143.97,"umbu1258","ubu","PG","nucl1709","","ubu",NA,NA,34200,"not endangered","5",34200,0
"2218","umes1235",0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,NA,1,0,0,1,1,1,0,1,0,0,0,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,NA,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"Ume Saami","Eurasia",64.6383,18.646,"umes1235","sju","SE","ural1272","","sju",NA,NA,20,"nearly extinct","8b",20,1
"2219","umii1235",0,0,0,0,2,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,3,NA,NA,0,0,1,1,0,1,1,1,0,NA,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,NA,0,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,0,1,0,NA,NA,0,0,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umiida-Unggarangu","Australia",-16.559333,124.5,"umii1235","","AU","worr1236","","unp",NA,NA,20,NA,NA,20,0
"2220","umot1240",NA,0,NA,NA,2,NA,NA,NA,1,0,0,NA,NA,NA,NA,1,NA,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,1,2,NA,NA,0,1,1,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA,0,1,0,0,NA,1,NA,1,"Umotína","South America",-15.5929,-57.4192,"umot1240","umo","BR","boro1281","","umo",NA,2004,124,"extinct","8b",124,1
"2221","unaa1239",0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,1,1,1,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,1,1,0,1,0,0,1,NA,NA,NA,1,1,NA,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Una","Papunesia",-4.69676,140.1,"unaa1239","mtg","ID","nucl1709","","mtg",NA,NA,4000,"not endangered","4",4000,0
"2222","unea1237",NA,NA,1,0,2,2,0,0,1,0,1,1,0,0,0,0,NA,0,0,1,NA,1,NA,NA,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,NA,1,0,0,1,NA,NA,NA,1,NA,0,NA,0,0,1,0,1,0,1,1,0,0,1,1,1,NA,1,0,0,NA,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uneapa","Papunesia",-4.89383,149.141,"unea1237","bbn","PG","aust1307","","bbn",NA,NA,10000,"not endangered","6a",10000,0
"2223","unua1237",0,0,0,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,NA,"Unua","Papunesia",-16.2638,167.599,"unua1237","onu","VU","aust1307","","onu",NA,NA,520,"threatened","6a",520,0
"2224","uppe1275",1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,NA,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,NA,0,1,1,1,1,NA,0,NA,NA,NA,NA,1,NA,0,1,1,0,2,1,0,0,1,1,1,0,1,0,1,NA,1,1,1,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,1,1,NA,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,NA,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,0,1,0,0,1,0,1,0,0,1,0,1,1,NA,NA,1,"Upper Necaxa Totonac","North America",20.236,-97.81,"uppe1275","tku","MX","toto1251","","tku",NA,NA,3400,"not endangered","6b",3400,1
"2225","uppe1427",NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,NA,0,1,0,0,NA,NA,0,0,NA,0,0,1,0,0,2,1,0,0,1,1,1,0,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,2,NA,1,0,0,NA,NA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,1,"Upper Kinabatangan","Papunesia",5.31911,116.901,"uppe1427","dmg","MY","aust1307","","dmg",NA,NA,5000,"threatened","7",5000,1
"2226","uppe1439",1,1,1,0,1,1,0,NA,0,0,0,1,0,0,0,1,1,0,0,1,NA,1,1,1,1,0,0,0,0,0,1,3,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,NA,1,0,1,NA,NA,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,NA,NA,0,0,0,3,1,1,0,NA,1,0,0,1,NA,NA,0,1,NA,0,0,1,0,NA,NA,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,0,NA,1,0,0,0,1,NA,0,0,1,0,0,0,0,1,0,1,1,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,"Upper Chehalis","North America",46.7981,-123.169,"uppe1439","cjh","US","sali1255","","cjh",NA,2001,200,"extinct","9",200,1
